Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_H_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_CH3_Soln#10 (),Mole_fraction_C2H6_Soln#10 (),Mole_fraction_C2H5_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H3_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_C3H8_Soln#10 (),Mole_fraction_IC3H7_Soln#10 (),Mole_fraction_NC3H7_Soln#10 (),Mole_fraction_C3H6_Soln#10 (),Mole_fraction_C3H5-A_Soln#10 (),Mole_fraction_C3H4-P_Soln#10 (),Mole_fraction_C3H4-A_Soln#10 (),Mole_fraction_NC4H10_Soln#10 (),Mole_fraction_PC4H9_Soln#10 (),Mole_fraction_IC4H10_Soln#10 (),Mole_fraction_IC4H8_Soln#10 (),Mole_fraction_IC4H7_Soln#10 (),Mole_fraction_C4H8-1_Soln#10 (),Mole_fraction_C4H8-2_Soln#10 (),Mole_fraction_C4H71-3_Soln#10 (),Mole_fraction_C4H6_Soln#10 (),Mole_fraction_C4H5_Soln#10 (),Mole_fraction_C4H4_Soln#10 (),Mole_fraction_C4H2_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_FULVENE_Soln#10 (),Mole_fraction_C5H6_Soln#10 (),Mole_fraction_C5H5_Soln#10 (),Mole_fraction_NC5H12_Soln#10 (),Mole_fraction_NC5H10_Soln#10 (),Mole_fraction_B1M3_Soln#10 (),Mole_fraction_LC5H8_Soln#10 (),Mole_fraction_DIALLYL_Soln#10 (),Mole_fraction_CYC6H8_Soln#10 (),Mole_fraction_NC6H12_Soln#10 (),Mole_fraction_NC7H14_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_LC6H6_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_INDENE_Soln#10 (),Mole_fraction_NPBENZ_Soln#10 (),Mole_fraction_NC12H26_Soln#10 (),Mole_fraction_NC16H34_Soln#10 (),Mole_fraction_NC10H20_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
3.971503E-6,15.62045,-4.009129E10,1358.529,1358.529,0.001244884,1.0,0.9004594,1.610393E-4,0.005579291,0.001875013,0.00197241,3.857361E-4,0.02784451,7.808594E-5,3.332751E-4,0.001072637,2.015831E-5,4.99701E-5,0.01269792,4.685817E-4,2.2289E-5,6.272129E-5,3.329378E-4,2.257207E-5,2.849509E-5,5.955369E-6,2.089014E-5,0.004374404,1.953708E-4,2.043009E-4,0.004478303,2.449506E-5,3.487391E-5,4.409585E-8,6.631908E-5,5.096156E-8,3.211519E-5,5.295854E-7,9.137065E-5,0.003299346,8.052956E-5,0.001512116,4.040815E-5,2.235031E-6,4.307647E-4,0.003128912,0.003663478,9.045887E-5,2.66508E-8,4.513802E-7,1.1879E-5,6.094828E-8,1.116795E-5,0.006047905,0.002850835,0.01580806,8.884283,7.96958E-5,503863.3,503863.3
4.099627E-6,15.62138,-3.892002E10,1357.533,1357.533,0.001244884,1.0,0.8997838,1.573634E-4,0.0057076,0.00183684,0.002008309,3.780995E-4,0.02825374,7.737067E-5,3.421544E-4,0.00108936,1.981912E-5,4.863323E-5,0.01286903,4.656757E-4,2.308017E-5,6.397277E-5,3.369612E-4,2.194458E-5,2.896308E-5,6.234683E-6,2.153421E-5,0.004424718,1.995202E-4,2.026758E-4,0.004548012,2.445947E-5,3.640327E-5,4.712325E-8,6.762927E-5,5.467031E-8,3.330255E-5,5.53186E-7,9.217043E-5,0.003330959,8.220665E-5,0.001532351,4.081174E-5,2.320725E-6,4.34524E-4,0.003158687,0.003658385,9.058648E-5,2.86583E-8,4.752821E-7,1.229157E-5,6.398632E-8,1.146858E-5,0.005985937,0.002809831,0.01565381,8.877239,7.969106E-5,503463.8,503463.8
4.137945E-6,15.62165,-3.858262E10,1357.24,1357.24,0.001244884,1.0,0.8995858,1.562967E-4,0.005745314,0.00182571,0.002018805,3.758815E-4,0.02837378,7.715826E-5,3.447791E-4,0.001094229,1.972079E-5,4.824678E-5,0.01291909,4.648343E-4,2.331515E-5,6.434172E-5,3.38128E-4,2.176339E-5,2.909934E-5,6.318301E-6,2.172466E-5,0.004439358,2.007385E-4,2.021971E-4,0.004568457,2.444515E-5,3.685836E-5,4.803924E-8,6.801527E-5,5.579805E-8,3.36557E-5,5.602192E-7,9.240032E-5,0.003340129,8.269667E-5,0.001538248,4.093006E-5,2.346156E-6,4.356161E-4,0.003167306,0.003656895,9.061831E-5,2.926853E-8,4.824577E-7,1.24136E-5,6.489671E-8,1.155716E-5,0.005967817,0.002797871,0.01560865,8.875176,7.96897E-5,503346.9,503346.9
4.311899E-6,15.62279,-3.711953E10,1355.944,1355.944,0.001244884,1.0,0.8987089,1.516297E-4,0.005912923,0.001776759,0.002065146,3.661657E-4,0.02890596,7.620277E-5,3.565231E-4,0.001115616,1.929092E-5,4.656379E-5,0.01314028,4.611592E-4,2.437258E-5,6.598758E-5,3.432283E-4,2.097524E-5,2.969789E-5,6.698262E-6,2.257703E-5,0.004503621,2.061452E-4,2.000644E-4,0.004659081,2.436145E-5,3.891046E-5,5.225384E-8,6.973559E-5,6.101978E-8,3.524769E-5,5.919949E-7,9.339438E-5,0.00338023,8.485825E-5,0.001564181,4.14547E-5,2.46049E-6,4.404012E-4,0.0032049,0.003650315,9.072993E-5,3.209249E-8,5.15169E-7,1.295986E-5,6.903783E-8,1.195191E-5,0.005887782,0.002745214,0.01540884,8.866049,7.968386E-5,502829.2,502829.2
4.342788E-6,15.62298,-3.68709E10,1355.719,1355.719,0.001244884,1.0,0.8985569,1.5083E-4,0.005942082,0.001768331,0.002073157,3.644989E-4,0.02899832,7.603465E-5,3.585796E-4,0.001119295,1.921729E-5,4.627669E-5,0.01317855,4.605301E-4,2.455875E-5,6.627498E-5,3.441015E-4,2.084095E-5,2.980085E-5,6.765781E-6,2.27263E-5,0.004514668,2.070845E-4,1.996926E-4,0.004674808,2.434362E-5,3.927239E-5,5.301148E-8,7.003573E-5,6.19642E-8,3.552845E-5,5.9761E-7,9.356274E-5,0.003387098,8.523156E-5,0.001568647,4.154584E-5,2.480601E-6,4.412223E-4,0.003211322,0.003649176,9.074445E-5,3.260291E-8,5.209988E-7,1.305555E-5,6.977437E-8,1.202076E-5,0.005873941,0.002736135,0.01537424,8.864468,7.968288E-5,502739.5,502739.5
4.407297E-6,15.62337,-3.636203E10,1355.253,1355.253,0.001244884,1.0,0.8982429,1.491879E-4,0.006002392,0.001750988,0.002089678,3.610738E-4,0.02918917,7.568515E-5,3.62846E-4,0.001126863,1.906612E-5,4.568828E-5,0.0132575,4.592383E-4,2.494594E-5,6.68705E-5,3.45894E-4,2.056587E-5,3.001268E-5,6.906823E-6,2.303596E-5,0.004537388,2.090257E-4,1.989229E-4,0.004707298,2.43037E-5,4.002568E-5,5.460249E-8,7.065732E-5,6.395327E-8,3.611282E-5,6.093077E-7,9.390659E-5,0.003401197,8.6001E-5,0.001577839,4.173428E-5,2.522412E-6,4.429095E-4,0.00322449,0.003646828,9.076983E-5,3.367754E-8,5.331926E-7,1.325409E-5,7.131351E-8,1.216332E-5,0.005845392,0.002717436,0.01530281,8.861204,7.968088E-5,502554.4,502554.4
4.666565E-6,15.62482,-3.444604E10,1353.445,1353.445,0.001244884,1.0,0.8970253,1.429342E-4,0.006237416,0.001684521,0.002153457,3.479991E-4,0.02993043,7.430182E-5,3.796309E-4,0.001155857,1.849013E-5,4.346101E-5,0.01356267,4.543128E-4,2.648124E-5,6.920489E-5,3.527127E-4,1.952645E-5,3.082439E-5,7.473904E-6,2.425375E-5,0.004624364,2.16572E-4,1.959161E-4,0.00483346,2.411212E-5,4.30185E-5,6.110319E-8,7.309015E-5,7.215874E-8,3.843583E-5,6.559279E-7,9.519341E-5,0.00345486,8.896564E-5,0.001613117,4.24687E-5,2.687988E-6,4.493498E-4,0.003274408,0.00363775,9.081309E-5,3.810453E-8,5.824069E-7,1.403529E-5,7.750781E-8,1.272068E-5,0.005735108,0.002645527,0.01502624,8.848561,7.967351E-5,501837.4,501837.4
4.688554E-6,15.62493,-3.429242E10,1353.296,1353.296,0.001244884,1.0,0.8969252,1.424282E-4,0.006256823,0.001679115,0.002158681,3.469388E-4,0.02999147,7.418611E-5,3.810283E-4,0.001158216,1.844348E-5,4.328172E-5,0.01358769,4.539134E-4,2.660991E-5,6.939867E-5,3.532639E-4,1.944291E-5,3.089044E-5,7.522003E-6,2.435508E-5,0.004631434,2.171937E-4,1.956673E-4,0.004843845,2.409383E-5,4.326969E-5,6.16619E-8,7.329181E-5,7.286986E-8,3.863095E-5,6.598517E-7,9.529591E-5,0.0034592,8.920799E-5,0.001615991,4.252941E-5,2.701851E-6,4.498721E-4,0.00327843,0.003637005,9.081277E-5,3.848767E-8,5.865939E-7,1.410032E-5,7.803356E-8,1.276683E-5,0.00572607,0.002639658,0.01500353,8.847522,7.967293E-5,501778.5,501778.5
4.959406E-6,15.62623,-3.25028E10,1351.513,1351.513,0.001244884,1.0,0.8957294,1.364821E-4,0.00648952,0.001615305,0.002220807,3.344497E-4,0.03072134,7.278234E-5,3.979184E-4,0.001186078,1.789457E-5,4.118536E-5,0.01388564,4.492017E-4,2.817537E-5,7.17348E-5,3.597348E-4,1.846743E-5,3.167074E-5,8.114232E-6,2.557865E-5,0.004714904,2.246297E-4,1.926812E-4,0.004968001,2.38474E-5,4.632863E-5,6.862721E-8,7.571929E-5,8.18132E-8,4.100999E-5,7.077776E-7,9.648137E-5,0.003510161,9.208392E-5,0.00164999,4.325908E-5,2.870339E-6,4.560212E-4,0.003325483,0.003628138,9.076477E-5,4.329816E-8,6.382827E-7,1.488612E-5,8.450946E-8,1.332138E-5,0.005618502,0.002570073,0.01473275,8.835133,7.966634E-5,501075.8,501075.8
5.093355E-6,15.6268,-3.168211E10,1350.664,1350.664,0.001244884,1.0,0.8951623,1.337247E-4,0.006600486,0.001585544,0.002250108,3.286374E-4,0.03106812,7.210288E-5,4.060591E-4,0.001199095,1.763936E-5,4.021954E-5,0.01402639,4.470014E-4,2.893649E-5,7.285726E-5,3.627319E-4,1.801889E-5,3.203542E-5,8.406846E-6,2.616744E-5,0.004753868,2.281631E-4,1.912555E-4,0.005026968,2.371338E-5,4.781725E-5,7.212352E-8,7.688314E-5,8.635612E-8,4.21701E-5,7.311972E-7,9.701902E-5,0.003533772,9.343574E-5,0.001665905,4.360856E-5,2.952155E-6,4.588813E-4,0.003347168,0.003623947,9.071421E-5,4.573565E-8,6.639025E-7,1.526462E-5,8.771005E-8,1.358654E-5,0.00556772,0.002537399,0.01460458,8.829266,7.966344E-5,500743.1,500743.1
5.270675E-6,15.62749,-3.065468E10,1349.574,1349.574,0.001244884,1.0,0.8944346,1.302463E-4,0.006743429,0.001547858,0.002287544,3.212848E-4,0.03151366,7.121887E-5,4.166278E-4,0.001215608,1.731665E-5,3.900681E-5,0.01420643,4.442069E-4,2.993092E-5,7.431153E-5,3.665089E-4,1.745645E-5,3.249813E-5,8.793785E-6,2.693063E-5,0.004803265,2.327014E-4,1.894183E-4,0.005102701,2.352628E-5,4.976276E-5,7.67981E-8,7.838851E-5,9.248612E-8,4.368917E-5,7.619042E-7,9.768574E-5,0.003563533,9.515797E-5,0.001686123,4.40607E-5,3.05896E-6,4.62497E-4,0.003374386,0.003618582,9.062378E-5,4.901761E-8,6.978482E-7,1.575568E-5,9.194221E-8,1.392867E-5,0.005502791,0.00249579,0.01444041,8.821746,7.965991E-5,500316.6,500316.6
5.582307E-6,15.62854,-2.899435E10,1347.739,1347.739,0.001244884,1.0,0.8932144,1.245633E-4,0.006984536,0.001485968,0.002349916,3.092174E-4,0.03226221,6.970775E-5,4.346589E-4,0.001242821,1.678709E-5,3.703875E-5,0.01450694,4.395836E-4,3.164357E-5,7.678632E-5,3.726711E-4,1.654559E-5,3.326098E-5,9.472304E-6,2.822891E-5,0.004884593,2.403207E-4,1.8632E-4,0.005229877,2.317752E-5,5.311302E-5,8.512207E-8,8.094357E-5,1.035578E-7,4.631399E-5,8.150504E-7,9.874664E-5,0.003612089,9.80137E-5,0.001719507,4.482924E-5,3.242684E-6,4.684238E-4,0.003418506,0.003609618,9.041021E-5,5.492381E-8,7.575188E-7,1.65924E-5,9.936044E-8,1.450685E-5,0.005394485,0.002426804,0.01416579,8.809157,7.965453E-5,499602.6,499602.6
5.689037E-6,15.62886,-2.84643E10,1347.133,1347.133,0.001244884,1.0,0.8928127,1.227335E-4,0.007064308,0.001465964,0.00237034,3.053165E-4,0.03250906,6.920284E-5,4.406809E-4,0.001251648,1.661589E-5,3.640856E-5,0.01460548,4.380765E-4,3.222003E-5,7.761137E-5,3.746525E-4,1.625441E-5,3.350851E-5,9.70416E-6,2.866125E-5,0.004910951,2.42831E-4,1.852957E-4,0.005271796,2.305375E-5,5.424013E-5,8.800053E-8,8.179344E-5,1.07433E-7,4.719993E-5,8.330086E-7,9.908032E-5,0.003627701,9.89446E-5,0.001730353,4.508538E-5,3.304469E-6,4.703371E-4,0.003432609,0.003606675,9.032329E-5,5.698419E-8,7.779416E-7,1.68715E-5,1.018937E-7,1.469837E-5,0.005358987,0.002404309,0.01407557,8.805018,7.965291E-5,499367.9,499367.9
5.748125E-6,15.62903,-2.817864E10,1346.802,1346.802,0.001244884,1.0,0.8925936,1.217442E-4,0.007107894,0.001455132,0.002381455,3.032039E-4,0.03264377,6.892604E-5,4.439826E-4,0.001256435,1.652316E-5,3.606851E-5,0.01465914,4.372575E-4,3.253703E-5,7.806347E-5,3.757234E-4,1.609739E-5,3.364275E-5,9.832392E-6,2.889801E-5,0.004925239,2.442002E-4,1.847364E-4,0.005294667,2.298454E-5,5.485975E-5,8.959935E-8,8.225874E-5,1.095956E-7,4.768763E-5,8.428977E-7,9.925911E-5,0.003636137,9.94503E-5,0.001736238,4.522575E-5,3.338433E-6,4.713727E-4,0.003440212,0.003605072,9.027255E-5,5.813245E-8,7.892423E-7,1.702444E-5,1.032944E-7,1.480304E-5,0.00533966,0.002392086,0.01402641,8.802762,7.965206E-5,499240.0,499240.0
5.841025E-6,15.62928,-2.774026E10,1346.289,1346.289,0.001244884,1.0,0.8922539,1.202217E-4,0.007175606,0.001438443,0.002398661,2.999482E-4,0.0328528,6.849479E-5,4.491282E-4,0.00126382,1.638024E-5,3.554616E-5,0.01474224,4.359908E-4,3.303237E-5,7.876771E-5,3.773705E-4,1.585633E-5,3.38499E-5,1.003381E-5,2.926655E-5,0.004947277,2.463241E-4,1.838678E-4,0.005330153,2.287486E-5,5.582763E-5,9.212012E-8,8.298295E-5,1.130201E-7,4.84504E-5,8.58369E-7,9.953195E-5,0.003649111,1.002318E-4,0.001745322,4.544442E-5,3.391491E-6,4.729677E-4,0.003451881,0.003602587,9.018923E-5,5.994835E-8,8.069994E-7,1.726267E-5,1.054936E-7,1.496569E-5,0.005309733,0.002373192,0.01395022,8.799266,7.965078E-5,499041.6,499041.6
5.92881E-6,15.6295,-2.733776E10,1345.811,1345.811,0.001244884,1.0,0.891938,1.188196E-4,0.007238682,0.001423052,0.002414622,2.969445E-4,0.03304726,6.809179E-5,4.539393E-4,0.001270643,1.624835E-5,3.506611E-5,0.01481937,4.348171E-4,3.349697E-5,7.942582E-5,3.788866E-4,1.563493E-5,3.40413E-5,1.022391E-5,2.961062E-5,0.00496763,2.482987E-4,1.830593E-4,0.005363157,2.27704E-5,5.673505E-5,9.45097E-8,8.365907E-5,1.162833E-7,4.916665E-5,8.729015E-7,9.978068E-5,0.00366105,1.009551E-4,0.001753719,4.564881E-5,3.44124E-6,4.744382E-4,0.003462592,0.00360028,9.01067E-5,6.1676E-8,8.237654E-7,1.748527E-5,1.075684E-7,1.511723E-5,0.005281963,0.002355697,0.01387946,8.796017,7.964963E-5,498857.4,498857.4
6.678401E-6,15.63096,-2.430153E10,1341.99,1341.99,0.001244884,1.0,0.889424,1.081035E-4,0.007745049,0.001304799,0.002540456,2.738081E-4,0.0345994,6.482199E-5,4.931586E-4,0.001323501,1.523108E-5,3.142908E-5,0.01542883,4.255807E-4,3.733551E-5,8.478295E-5,3.904441E-4,1.396218E-5,3.552524E-5,1.183712E-5,3.23947E-5,0.005125026,2.640109E-4,1.765966E-4,0.005626342,2.186515E-5,6.421188E-5,1.151366E-7,8.913963E-5,1.451181E-7,5.511282E-5,9.936426E-7,1.015978E-4,0.003751934,1.066007E-4,0.001818919,4.73149E-5,3.851778E-6,4.857219E-4,0.003543195,0.003581991,8.928649E-5,7.682627E-8,9.661592E-7,1.929447E-5,1.25132E-7,1.633343E-5,0.005062686,0.002218807,0.01331853,8.770224,7.964219E-5,497394.6,497394.6
6.728504E-6,15.63104,-2.412108E10,1341.75,1341.75,0.001244884,1.0,0.8892666,1.074591E-4,0.007776997,0.001297655,0.00254826,2.724058E-4,0.03469679,6.461418E-5,4.956679E-4,0.001326723,1.516932E-5,3.121214E-5,0.0154667,4.250077E-4,3.758419E-5,8.512546E-5,3.911371E-4,1.386267E-5,3.561576E-5,1.194425E-5,3.257141E-5,0.005134601,2.649934E-4,1.76191E-4,0.00564284,2.180468E-5,6.469472E-5,1.165258E-7,8.948862E-5,1.471029E-7,5.549975E-5,1.001502E-6,1.01702E-4,0.003757373,1.069471E-4,0.0018229,4.742159E-5,3.878348E-6,4.864028E-4,0.003547962,0.003580851,8.922588E-5,7.786138E-8,9.756153E-7,1.940987E-5,1.262952E-7,1.641006E-5,0.005049069,0.002210381,0.01328357,8.768614,7.964182E-5,497303.3,497303.3
6.764674E-6,15.63109,-2.399238E10,1341.578,1341.578,0.001244884,1.0,0.8891538,1.069989E-4,0.007799922,0.001292552,0.00255385,2.714037E-4,0.03476664,6.446499E-5,4.97471E-4,0.001329027,1.512518E-5,3.105738E-5,0.01549383,4.245972E-4,3.776311E-5,8.537157E-5,3.916318E-4,1.379169E-5,3.568048E-5,1.202153E-5,3.269827E-5,0.005141445,2.656976E-4,1.759002E-4,0.00565467,2.176109E-5,6.504199E-5,1.175293E-7,8.973929E-5,1.4854E-7,5.577826E-5,1.007159E-6,1.01776E-4,0.003761254,1.071949E-4,0.001825747,4.749826E-5,3.897464E-6,4.86889E-4,0.003551358,0.003580033,8.918177E-5,7.861019E-8,9.824361E-7,1.949277E-5,1.27134E-7,1.646504E-5,0.005039314,0.00220435,0.01325851,8.76746,7.964157E-5,497237.8,497237.8
6.805797E-6,15.63114,-2.38476E10,1341.383,1341.383,0.001244884,1.0,0.8890264,1.064808E-4,0.007825849,0.001286804,0.002560162,2.702746E-4,0.03484558,6.42962E-5,4.995127E-4,0.001331624,1.507543E-5,3.088323E-5,0.01552446,4.241335E-4,3.796594E-5,8.565025E-5,3.921887E-4,1.371184E-5,3.575345E-5,1.210934E-5,3.28418E-5,0.005149159,2.664934E-4,1.755715E-4,0.005668042,2.171158E-5,6.543553E-5,1.186707E-7,9.002302E-5,1.501782E-7,5.609413E-5,1.013575E-6,1.01859E-4,0.003765621,1.074745E-4,0.001828957,4.758508E-5,3.919132E-6,4.874367E-4,0.003555176,0.00357911,8.913127E-5,7.946312E-8,9.901853E-7,1.95866E-5,1.280867E-7,1.652721E-5,0.005028298,0.002197545,0.01323021,8.766156,7.964128E-5,497163.9,497163.9
7.089394E-6,15.63148,-2.289195E10,1340.071,1340.071,0.001244884,1.0,0.8881689,1.03047E-4,0.008000809,0.001248652,0.002602488,2.627684E-4,0.03537724,6.315572E-5,5.133585E-4,0.001348923,1.474446E-5,2.973229E-5,0.01573004,4.210211E-4,3.934779E-5,8.754023E-5,3.958749E-4,1.31846E-5,3.623966E-5,1.271315E-5,3.381173E-5,0.005200504,2.718436E-4,1.733589E-4,0.005758052,2.137246E-5,6.811261E-5,1.265557E-7,9.194434E-5,1.615923E-7,5.824955E-5,1.057354E-6,1.023988E-4,0.003794498,1.093405E-4,0.001850349,4.817422E-5,4.066709E-6,4.910696E-4,0.0035803,0.003572906,8.877413E-5,8.538721E-8,1.043451E-6,2.022213E-5,1.346297E-7,1.694631E-5,0.0049544,0.002152044,0.01304008,8.757393,7.963958E-5,496666.9,496666.9
7.188303E-6,15.63157,-2.257528E10,1339.625,1339.625,0.001244884,1.0,0.8878783,1.019039E-4,0.008060306,0.001235931,0.002616776,2.602607E-4,0.03555759,6.276749E-5,5.180937E-4,0.001354717,1.463378E-5,2.935042E-5,0.01579947,4.199689E-4,3.982292E-5,8.81867E-5,3.971003E-4,1.300985E-5,3.640254E-5,1.292302E-5,3.4142E-5,0.00521768,2.73655E-4,1.726089E-4,0.005788573,2.12553E-5,6.903139E-5,1.293099E-7,9.260038E-5,1.656199E-7,5.899206E-5,1.072432E-6,1.025744E-4,0.003804082,1.09967E-4,0.001857517,4.837583E-5,4.117435E-6,4.922802E-4,0.003588591,0.003570807,8.864636E-5,8.746967E-8,1.061954E-6,2.043915E-5,1.369003E-7,1.708864E-5,0.004929444,0.002136737,0.01297578,8.754427,7.963908E-5,496498.7,496498.7
7.31402E-6,15.63169,-2.218442E10,1339.068,1339.068,0.001244884,1.0,0.8875151,1.004894E-4,0.008134836,0.001220175,0.002634597,2.571513E-4,0.03578319,6.228105E-5,5.240442E-4,0.001361911,1.449646E-5,2.887876E-5,0.01588611,4.18655E-4,4.042184E-5,8.899922E-5,3.98615E-4,1.279414E-5,3.660484E-5,1.318921E-5,3.455596E-5,0.005238994,2.759181E-4,1.716713E-4,0.005826739,2.11074E-5,7.018825E-5,1.328129E-7,9.34241E-5,1.707726E-7,5.992902E-5,1.091457E-6,1.027887E-4,0.003815918,1.107458E-4,0.001866419,4.862928E-5,4.181365E-6,4.937786E-4,0.003598794,0.003568185,8.848192E-5,9.012789E-8,1.085413E-6,2.071163E-5,1.397774E-7,1.726676E-5,0.00489831,0.002117684,0.01289548,8.750722,7.963852E-5,496288.6,496288.6
7.377595E-6,15.63174,-2.199153E10,1338.79,1338.79,0.001244884,1.0,0.887334,9.978985E-5,0.008172077,0.001212376,0.002643471,2.556107E-4,0.03589578,6.203798E-5,5.270252E-4,0.001365479,1.44284E-5,2.864584E-5,0.01592925,4.180002E-4,4.072264E-5,8.940634E-5,3.993636E-4,1.268766E-5,3.670519E-5,1.332359E-5,3.476288E-5,0.00524956,2.770464E-4,1.712036E-4,0.005845783,2.103305E-5,7.076872E-5,1.345851E-7,9.383649E-5,1.733921E-7,6.040002E-5,1.10102E-6,1.028936E-4,0.003821763,1.111325E-4,0.001870835,4.875629E-5,4.213469E-6,4.9452E-4,0.003603817,0.003566877,8.839798E-5,9.147675E-8,1.09725E-6,2.084803E-5,1.412286E-7,1.73557E-5,0.004882805,0.002108212,0.01285546,8.748875,7.963826E-5,496183.8,496183.8
7.415814E-6,15.63177,-2.187708E10,1338.624,1338.624,0.001244884,1.0,0.8872259,9.93743E-5,0.008194319,0.001207742,0.002648761,2.546948E-4,0.03596298,6.189281E-5,5.288081E-4,0.001367602,1.438792E-5,2.85076E-5,0.01595498,4.176096E-4,4.090279E-5,8.964986E-5,3.998081E-4,1.262449E-5,3.67649E-5,1.340429E-5,3.488648E-5,0.005255843,2.777195E-4,1.709246E-4,0.005857148,2.098851E-5,7.111619E-5,1.356506E-7,9.408304E-5,1.749714E-7,6.068224E-5,1.106749E-6,1.029554E-4,0.003825231,1.113627E-4,0.001873462,4.883227E-5,4.232695E-6,4.949604E-4,0.003606794,0.003566098,8.834728E-5,9.228908E-8,1.104358E-6,2.092957E-5,1.420998E-7,1.740879E-5,0.004873561,0.002102571,0.01283159,8.747773,7.963811E-5,496121.3,496121.3
7.437041E-6,15.63178,-2.181398E10,1338.532,1338.532,0.001244884,1.0,0.8871661,9.914507E-5,0.008206627,0.001205186,0.002651685,2.541893E-4,0.03600015,6.181248E-5,5.297955E-4,0.001368774,1.436557E-5,2.843138E-5,0.0159692,4.173936E-4,4.100264E-5,8.978473E-5,4.000532E-4,1.258966E-5,3.679787E-5,1.344909E-5,3.495488E-5,0.005259312,2.780917E-4,1.707702E-4,0.005863435,2.096382E-5,7.130871E-5,1.362424E-7,9.421956E-5,1.758499E-7,6.083869E-5,1.109925E-6,1.029894E-4,0.003827143,1.114899E-4,0.001874913,4.887435E-5,4.243351E-6,4.952033E-4,0.003608433,0.003565666,8.831905E-5,9.27407E-8,1.108303E-6,2.097472E-5,1.425832E-7,1.743816E-5,0.004868451,0.002099455,0.01281839,8.747164,7.963803E-5,496086.8,496086.8
7.601531E-6,15.63189,-2.133635E10,1337.828,1337.828,0.001244884,1.0,0.8867089,9.740646E-5,0.008300903,0.00118578,0.002674007,2.503488E-4,0.03628457,6.119731E-5,5.373771E-4,0.001377688,1.419573E-5,2.785411E-5,0.01607779,4.157432E-4,4.17712E-5,9.082057E-5,4.019108E-4,1.2326E-5,3.704864E-5,1.379563E-5,3.547893E-5,0.005285677,2.809365E-4,1.695901E-4,0.005911521,2.07738E-5,7.278917E-5,1.408295E-7,9.526722E-5,1.826916E-7,6.204402E-5,1.13439E-6,1.032444E-4,0.003841619,1.124577E-4,0.001885947,4.919754E-5,4.325357E-6,4.970463E-4,0.003620809,0.003562371,8.809865E-5,9.625122E-8,1.138805E-6,2.132116E-5,1.463199E-7,1.766294E-5,0.004829437,0.002075702,0.01271756,8.742507,7.963748E-5,495822.7,495822.7
7.703792E-6,15.63195,-2.104915E10,1337.399,1337.399,0.001244884,1.0,0.88643,9.635804E-5,0.008358558,0.001174068,0.002687594,2.480275E-4,0.03645822,6.082128E-5,5.420297E-4,0.001383085,1.409299E-5,2.750671E-5,0.01614389,4.14737E-4,4.224447E-5,9.145644E-5,4.030296E-4,1.216745E-5,3.72005E-5,1.401052E-5,3.579945E-5,0.005301625,2.826707E-4,1.688703E-4,0.005940871,2.065686E-5,7.369953E-5,1.436815E-7,9.590963E-5,1.869744E-7,6.278712E-5,1.149469E-6,1.033956E-4,0.003850325,1.130444E-4,0.001892628,4.939594E-5,4.375847E-6,4.981578E-4,0.003628221,0.003560362,8.796033E-5,9.844283E-8,1.157707E-6,2.153352E-5,1.486341E-7,1.780022E-5,0.004805687,0.002061279,0.01265612,8.739668,7.963719E-5,495661.6,495661.6
7.799218E-6,15.63199,-2.078754E10,1337.003,1337.003,0.001244884,1.0,0.8861732,9.540104E-5,0.008411727,0.001163369,0.00270008,2.459048E-4,0.03661816,6.04747E-5,5.463306E-4,0.001388025,1.3999E-5,2.719007E-5,0.01620466,4.138113E-4,4.268307E-5,9.204443E-5,4.040499E-4,1.202299E-5,3.733955E-5,1.421066E-5,3.609502E-5,0.005316215,2.842663E-4,1.682077E-4,0.005967898,2.054859E-5,7.454233E-5,1.463427E-7,9.650319E-5,1.909905E-7,6.347636E-5,1.163452E-6,1.035319E-4,0.003858256,1.135819E-4,0.001898745,4.957939E-5,4.422632E-6,4.991725E-4,0.003634953,0.003558513,8.783048E-5,1.004939E-7,1.175302E-6,2.172969E-5,1.507876E-7,1.792669E-5,0.004783859,0.002048047,0.01259961,8.737056,7.963696E-5,495513.5,495513.5
