Time_Soln#23 (sec),Volume_Soln#23 (cm3),Volumetric_heat_production_rate_Soln#23 (erg/cm3-sec),Surface_temperature_Soln#23 (K),Temperature_Soln#23 (K),Mass_Soln#23 (g),Pressure_Soln#23 (atm),Mole_fraction_H2_Soln#23 (),Mole_fraction_H_Soln#23 (),Mole_fraction_CH4_Soln#23 (),Mole_fraction_CH3_Soln#23 (),Mole_fraction_C2H6_Soln#23 (),Mole_fraction_C2H5_Soln#23 (),Mole_fraction_C2H4_Soln#23 (),Mole_fraction_C2H3_Soln#23 (),Mole_fraction_C2H2_Soln#23 (),Mole_fraction_C3H8_Soln#23 (),Mole_fraction_IC3H7_Soln#23 (),Mole_fraction_NC3H7_Soln#23 (),Mole_fraction_C3H6_Soln#23 (),Mole_fraction_C3H5-A_Soln#23 (),Mole_fraction_C3H5-T_Soln#23 (),Mole_fraction_C3H4-P_Soln#23 (),Mole_fraction_C3H4-A_Soln#23 (),Mole_fraction_C3H3_Soln#23 (),Mole_fraction_NC4H10_Soln#23 (),Mole_fraction_PC4H9_Soln#23 (),Mole_fraction_C4H8-1_Soln#23 (),Mole_fraction_C4H8-2_Soln#23 (),Mole_fraction_C4H71-3_Soln#23 (),Mole_fraction_C4H6_Soln#23 (),Mole_fraction_C4H5_Soln#23 (),Mole_fraction_C4H4_Soln#23 (),Mole_fraction_C4H2_Soln#23 (),Mole_fraction_C6H6_Soln#23 (),Mole_fraction_FULVENE_Soln#23 (),Mole_fraction_C5H6_Soln#23 (),Mole_fraction_C10H8_Soln#23 (),Mole_fraction_NC5H12_Soln#23 (),Mole_fraction_NC5H11_Soln#23 (),Mole_fraction_NC5H10_Soln#23 (),Mole_fraction_LC5H8_Soln#23 (),Mole_fraction_NC6H12_Soln#23 (),Mole_fraction_NC7H15_Soln#23 (),Mole_fraction_NC7H14_Soln#23 (),Mole_fraction_C7H8_Soln#23 (),Mole_fraction_C7H7_Soln#23 (),Mole_fraction_C6H5C2H_Soln#23 (),Mole_fraction_C12H8_Soln#23 (),Mole_fraction_C14H10_Soln#23 (),Mole_fraction_C16H10_Soln#23 (),Mole_fraction_BIN1B_Soln#23 (),Mole_fraction_NC10H21_Soln#23 (),Mole_fraction_NC12H25_Soln#23 (),Mole_fraction_NC12H26_Soln#23 (),Mole_fraction_NC16H34_Soln#23 (),Mole_fraction_NC10H20_Soln#23 (),Molecular_weight_Soln#23 (g/mole),Mass_density_Soln#23 (g/cm3),Unburned_hydrocarbons_Soln#23 (ppm),Volatile_organic_compounds_Soln#23 (ppm)
7.173175E-6,16.3124,-1.133702E10,1768.299,1768.299,8.595631E-4,1.0,0.7713868,6.711556E-4,0.06507152,0.002176396,0.002574232,2.394806E-5,0.09926043,2.203231E-4,0.0347746,7.517472E-5,7.123064E-7,4.54646E-7,0.007167495,3.851578E-4,9.037275E-6,0.002525201,0.001741612,0.001872619,2.693653E-7,9.791384E-10,5.190249E-5,1.168529E-5,2.077536E-6,0.002236934,5.733378E-5,0.002639871,4.561527E-4,0.001572055,9.423476E-5,3.612743E-4,5.78061E-5,3.123162E-10,1.394947E-12,2.275003E-7,6.73258E-6,1.471259E-9,2.918586E-16,2.176757E-12,0.00160486,4.137597E-4,2.891523E-5,1.222633E-6,5.842677E-7,6.348953E-8,1.883722E-9,-3.986989E-28,-1.137394E-39,-1.211574E-40,-1.186711E-77,-6.22438E-24,7.645988,5.269385E-5,433634.7,433634.7
7.183865E-6,16.31239,-1.132537E10,1768.264,1768.264,8.595631E-4,1.0,0.7713782,6.705173E-4,0.06508692,0.002173428,0.002570837,2.390653E-5,0.09925856,2.200361E-4,0.03479048,7.484318E-5,7.095143E-7,4.52699E-7,0.00715695,3.845074E-4,9.015737E-6,0.002525749,0.001741363,0.001872286,2.671916E-7,9.732605E-10,5.176524E-5,1.165726E-5,2.07412E-6,0.002234779,5.721799E-5,0.002639561,4.566483E-4,0.001573236,9.427687E-5,3.611984E-4,5.791498E-5,3.105377E-10,1.389698E-12,2.268219E-7,6.707822E-6,1.463227E-9,2.899019E-16,2.162545E-12,0.001604277,4.134968E-4,2.89614E-5,1.22575E-6,5.849435E-7,6.363625E-8,1.890761E-9,-3.970454E-28,-1.137782E-39,-1.207458E-40,-1.079157E-77,-6.203238E-24,7.645845,5.269389E-5,433626.6,433626.6
7.205643E-6,16.31236,-1.130163E10,1768.194,1768.194,8.595631E-4,1.0,0.7713607,6.692223E-4,0.0651182,0.002167412,0.002563944,2.382238E-5,0.09925468,2.194541E-4,0.03482276,7.417337E-5,7.038768E-7,4.487698E-7,0.007135549,3.831881E-4,8.972112E-6,0.002526857,0.001740854,0.001871604,2.628314E-7,9.623473E-10,5.148748E-5,1.160051E-5,2.0672E-6,0.00223041,5.698359E-5,0.002638926,4.576563E-4,0.001575636,9.436234E-5,3.610439E-4,5.813665E-5,3.069524E-10,1.379096E-12,2.254496E-7,6.657862E-6,1.447048E-9,2.860358E-16,2.133738E-12,0.001603091,4.129626E-4,2.905542E-5,1.232109E-6,5.863206E-7,6.393556E-8,1.905149E-9,-3.937017E-28,-1.138569E-39,-1.199134E-40,-8.913112E-78,-6.160474E-24,7.645554,5.269396E-5,433610.1,433610.1
7.303719E-6,16.31225,-1.119591E10,1767.882,1767.882,8.595631E-4,1.0,0.7712829,6.634705E-4,0.0652573,0.002140769,0.002533253,2.345035E-5,0.09923643,2.168753E-4,0.03496711,7.124003E-5,6.792381E-7,4.316259E-7,0.007040401,3.773339E-4,8.779424E-6,0.00253174,0.00173854,0.001868468,2.441825E-7,9.222111E-10,5.026446E-5,1.135036E-5,2.036635E-6,0.002211042,5.59499E-5,0.002636032,4.621708E-4,0.001586383,9.474247E-5,3.603486E-4,5.913278E-5,2.914911E-10,1.332701E-12,2.194162E-7,6.439915E-6,1.376887E-9,2.699985E-16,2.012114E-12,0.001597793,4.105769E-4,2.947808E-5,1.260886E-6,5.925248E-7,6.528954E-8,1.970634E-9,-3.791254E-28,-1.142058E-39,-1.162535E-40,-3.741895E-78,-5.972471E-24,7.644255,5.269433E-5,433536.4,433536.4
7.431282E-6,16.31208,-1.106114E10,1767.479,1767.479,8.595631E-4,1.0,0.7711845,6.561825E-4,0.06543403,0.0021072,0.002494187,2.298311E-5,0.09921083,2.136224E-4,0.03515231,6.762286E-5,6.489686E-7,4.106319E-7,0.006919632,3.699298E-4,8.537872E-6,0.00253782,0.001735473,0.001864236,2.222013E-7,8.696416E-10,4.874018E-5,1.103795E-5,1.998304E-6,0.002186591,5.465778E-5,0.002632184,4.679811E-4,0.001600207,9.522513E-5,3.594463E-4,6.042291E-5,2.729013E-10,1.275556E-12,2.119191E-7,6.173009E-6,1.29196E-9,2.505061E-16,1.869296E-12,0.001591004,4.075231E-4,3.002599E-5,1.298652E-6,6.006013E-7,6.70656E-8,2.057534E-9,-3.611148E-28,-1.14637E-39,-1.117065E-40,-1.215613E-78,-5.738886E-24,7.642593,5.269487E-5,433442.2,433442.2
7.452478E-6,16.31205,-1.103905E10,1767.413,1767.413,8.595631E-4,1.0,0.7711684,6.549922E-4,0.06546294,0.002101738,0.002487788,2.290724E-5,0.09920638,2.130927E-4,0.03518281,6.70428E-5,6.441258E-7,4.072804E-7,0.006899887,3.687221E-4,8.498703E-6,0.002538801,0.001734958,0.001863516,2.187812E-7,8.617306E-10,4.849394E-5,1.098741E-5,1.992086E-6,0.002182607,5.444863E-5,0.002631536,4.689399E-4,0.001602487,9.530404E-5,3.592965E-4,6.063666E-5,2.699531E-10,1.266395E-12,2.107104E-7,6.13039E-6,1.278507E-9,2.474736E-16,1.846378E-12,0.001589887,4.07021E-4,3.011683E-5,1.304964E-6,6.019441E-7,6.736236E-8,2.072164E-9,-3.582259E-28,-1.14706E-39,-1.109736E-40,-1.009964E-78,-5.701234E-24,7.64232,5.269496E-5,433426.7,433426.7
7.505651E-6,16.31197,-1.0984E10,1767.247,1767.247,8.595631E-4,1.0,0.7711285,6.52031E-4,0.06553494,0.002088173,0.002471845,2.271904E-5,0.09919498,2.117767E-4,0.035259,6.56123E-5,6.321953E-7,3.990324E-7,0.006850738,3.657193E-4,8.401587E-6,0.002541227,0.001733657,0.001861692,2.104679E-7,8.503541E-10,4.788449E-5,1.086224E-5,1.976668E-6,0.002172706,5.393051E-5,0.0026299,4.71337E-4,0.001608187,9.550045E-5,3.589213E-4,6.117211E-5,2.628147E-10,1.243811E-12,2.077218E-7,6.025489E-6,1.245521E-9,2.407408E-16,1.794067E-12,0.001587098,4.057679E-4,3.034446E-5,1.320844E-6,6.053138E-7,6.810882E-8,2.109098E-9,-3.511236E-28,-1.148766E-39,-1.091615E-40,-6.33303E-79,-5.608146E-24,7.641639,5.269521E-5,433388.0,433388.0
7.512078E-6,16.31197,-1.097739E10,1767.227,1767.227,8.595631E-4,1.0,0.7711237,6.516755E-4,0.06554359,0.002086547,0.002469929,2.269649E-5,0.09919358,2.116189E-4,0.03526817,6.544181E-5,6.307746E-7,3.980511E-7,0.006844835,3.65359E-4,8.389961E-6,0.002541517,0.0017335,0.00186147,2.094888E-7,8.465308E-10,4.781164E-5,1.084727E-5,1.974822E-6,0.002171519,5.386853E-5,0.002629702,4.716259E-4,0.001608874,9.552404E-5,3.58876E-4,6.123676E-5,2.6197E-10,1.241119E-12,2.073649E-7,6.013006E-6,1.241608E-9,2.397374E-16,1.787945E-12,0.001586762,4.056171E-4,3.037195E-5,1.322768E-6,6.057211E-7,6.819924E-8,2.113586E-9,-3.502785E-28,-1.148969E-39,-1.089451E-40,-5.986352E-79,-5.597029E-24,7.641557,5.269525E-5,433383.4,433383.4
7.530218E-6,16.31194,-1.095874E10,1767.171,1767.171,8.595631E-4,1.0,0.7711102,6.506749E-4,0.06556794,0.002081973,0.002464534,2.26331E-5,0.0991896,2.11175E-4,0.03529403,6.496337E-5,6.267891E-7,3.952991E-7,0.006828219,3.643451E-4,8.357276E-6,0.002542331,0.001733053,0.00186084,2.067543E-7,8.365943E-10,4.760697E-5,1.080522E-5,1.969632E-6,0.002168178,5.369431E-5,0.00262914,4.724405E-4,0.00161081,9.559043E-5,3.587481E-4,6.141911E-5,2.596001E-10,1.233566E-12,2.063623E-7,5.977997E-6,1.230649E-9,2.370258E-16,1.770607E-12,0.001585816,4.051922E-4,3.044951E-5,1.328203E-6,6.068711E-7,6.845467E-8,2.126277E-9,-3.479032E-28,-1.149539E-39,-1.083373E-40,-5.107237E-79,-5.565804E-24,7.641326,5.269533E-5,433370.3,433370.3
7.545915E-6,16.31191,-1.094266E10,1767.122,1767.122,8.595631E-4,1.0,0.7710985,6.498123E-4,0.06558894,0.002078034,0.00245988,2.257853E-5,0.09918613,2.107925E-4,0.03531637,6.455262E-5,6.233691E-7,3.929388E-7,0.006813892,3.634713E-4,8.329145E-6,0.002543031,0.001732666,0.001860293,2.044222E-7,8.314013E-10,4.743094E-5,1.076903E-5,1.965164E-6,0.0021653,5.354443E-5,0.002628652,4.731443E-4,0.001612483,9.564767E-5,3.586374E-4,6.157681E-5,2.57558E-10,1.227082E-12,2.055004E-7,5.947965E-6,1.221265E-9,2.349513E-16,1.755167E-12,0.001584998,4.048253E-4,3.051659E-5,1.332912E-6,6.078663E-7,6.867598E-8,2.137292E-9,-3.458645E-28,-1.150029E-39,-1.078148E-40,-4.451732E-79,-5.538965E-24,7.641127,5.269541E-5,433359.0,433359.0
7.584531E-6,16.31185,-1.090333E10,1767.002,1767.002,8.595631E-4,1.0,0.7710701,6.477033E-4,0.06564032,0.002068413,0.002448489,2.244536E-5,0.09917745,2.098584E-4,0.03537114,6.355495E-5,6.150681E-7,3.872143E-7,0.006778849,3.61336E-4,8.260539E-6,0.002544735,0.00173171,0.001858937,1.988178E-7,8.157901E-10,4.700221E-5,1.068086E-5,1.954267E-6,0.002158267,5.317911E-5,0.002627447,4.748715E-4,0.001616588,9.578766E-5,3.583655E-4,6.196433E-5,2.526178E-10,1.211332E-12,2.034028E-7,5.875116E-6,1.198569E-9,2.297219E-16,1.71768E-12,0.001582995,4.039262E-4,3.068148E-5,1.344521E-6,6.103153E-7,6.92215E-8,2.164516E-9,-3.409117E-28,-1.151223E-39,-1.065433E-40,-3.178019E-79,-5.473649E-24,7.640638,5.269561E-5,433331.3,433331.3
7.589365E-6,16.31184,-1.089836E10,1766.987,1766.987,8.595631E-4,1.0,0.7710666,6.474406E-4,0.06564673,0.002067216,0.002447069,2.24288E-5,0.09917636,2.097421E-4,0.03537798,6.343131E-5,6.1404E-7,3.865058E-7,0.006774482,3.610701E-4,8.25201E-6,0.002544946,0.00173159,0.001858766,1.981291E-7,8.152064E-10,4.694897E-5,1.066991E-5,1.952912E-6,0.002157392,5.313371E-5,0.002627296,4.750873E-4,0.001617101,9.58051E-5,3.583314E-4,6.201279E-5,2.52008E-10,1.209381E-12,2.031424E-7,5.866098E-6,1.195766E-9,2.291813E-16,1.713055E-12,0.001582745,4.03814E-4,3.070211E-5,1.345976E-6,6.106219E-7,6.928989E-8,2.167936E-9,-3.402998E-28,-1.151371E-39,-1.063855E-40,-3.046633E-79,-5.465543E-24,7.640578,5.269563E-5,433327.8,433327.8
7.592526E-6,16.31184,-1.089517E10,1766.978,1766.978,8.595631E-4,1.0,0.7710643,6.472689E-4,0.06565091,0.002066434,0.002446141,2.241798E-5,0.09917564,2.096661E-4,0.03538245,6.33506E-5,6.133689E-7,3.860433E-7,0.006771629,3.608963E-4,8.246439E-6,0.002545084,0.001731511,0.001858654,1.976802E-7,8.142251E-10,4.69142E-5,1.066276E-5,1.952027E-6,0.00215682,5.310406E-5,0.002627197,4.752283E-4,0.001617436,9.58165E-5,3.583092E-4,6.204449E-5,2.516107E-10,1.208107E-12,2.029724E-7,5.860212E-6,1.193937E-9,2.287833E-16,1.710061E-12,0.001582582,4.037407E-4,3.07156E-5,1.346928E-6,6.108224E-7,6.933463E-8,2.170174E-9,-3.398995E-28,-1.151467E-39,-1.062825E-40,-2.963669E-79,-5.46025E-24,7.640538,5.269565E-5,433325.6,433325.6
7.600784E-6,16.31183,-1.088678E10,1766.952,1766.952,8.595631E-4,1.0,0.7710582,6.468211E-4,0.06566183,0.002064394,0.002443719,2.238978E-5,0.09917375,2.09468E-4,0.03539412,6.314036E-5,6.116211E-7,3.848391E-7,0.006764185,3.604431E-4,8.231914E-6,0.002545444,0.001731306,0.001858362,1.965136E-7,8.119074E-10,4.682355E-5,1.06441E-5,1.949719E-6,0.002155328,5.302677E-5,0.002626938,4.755966E-4,0.001618312,9.584623E-5,3.582511E-4,6.212725E-5,2.505784E-10,1.204788E-12,2.025294E-7,5.844882E-6,1.189177E-9,2.27768E-16,1.702342E-12,0.001582155,4.035493E-4,3.075082E-5,1.349417E-6,6.113463E-7,6.945155E-8,2.176027E-9,-3.388564E-28,-1.151719E-39,-1.06014E-40,-2.757731E-79,-5.446455E-24,7.640434,5.269569E-5,433319.7,433319.7
7.624423E-6,16.31179,-1.086288E10,1766.879,1766.879,8.595631E-4,1.0,0.771041,6.455441E-4,0.06569297,0.002058583,0.00243681,2.230945E-5,0.09916831,2.089034E-4,0.03542745,6.254337E-5,6.0666E-7,3.814226E-7,0.006742953,3.591512E-4,8.190562E-6,0.002546467,0.001730717,0.001857521,1.932233E-7,8.053961E-10,4.65657E-5,1.059101E-5,1.943148E-6,0.002151077,5.28068E-5,0.002626195,4.766492E-4,0.001620813,9.593102E-5,3.580848E-4,6.2364E-5,2.476607E-10,1.195362E-12,2.012695E-7,5.801388E-6,1.175698E-9,2.248966E-16,1.68071E-12,0.001580936,4.030027E-4,3.085162E-5,1.356549E-6,6.128461E-7,6.978667E-8,2.192831E-9,-3.358896E-28,-1.152436E-39,-1.052505E-40,-2.249799E-79,-5.407236E-24,7.640137,5.269582E-5,433302.8,433302.8
7.739312E-6,16.31159,-1.074817E10,1766.527,1766.527,8.595631E-4,1.0,0.7709588,6.394305E-4,0.0658423,0.00203085,0.002403653,2.192683E-5,0.09914101,2.062073E-4,0.03558822,5.973172E-5,5.833322E-7,3.653893E-7,0.006641228,3.529738E-4,7.993832E-6,0.002551305,0.001727828,0.001853366,1.781259E-7,7.775117E-10,4.534279E-5,1.033888E-5,1.911876E-6,0.002130764,5.17617E-5,0.002622547,4.817336E-4,0.001632891,9.633701E-5,3.57278E-4,6.351142E-5,2.341724E-10,1.150968E-12,1.953055E-7,5.597121E-6,1.112853E-9,2.118162E-16,1.584496E-12,0.001575063,4.00371E-4,3.134049E-5,1.391389E-6,6.2014E-7,7.14233E-8,2.275438E-9,-3.219593E-28,-1.155863E-39,-1.016374E-40,-8.292793E-80,-5.22163E-24,7.638708,5.269646E-5,433221.8,433221.8
7.749788E-6,16.31157,-1.073786E10,1766.496,1766.496,8.595631E-4,1.0,0.7709514,6.388806E-4,0.06585575,0.002028363,0.002400664,2.189258E-5,0.09913844,2.059654E-4,0.03560278,5.948267E-5,5.812688E-7,3.639738E-7,0.006632072,3.524188E-4,7.976241E-6,0.002551735,0.001727562,0.001852982,1.768207E-7,7.720616E-10,4.523376E-5,1.031638E-5,1.909078E-6,0.00212894,5.166836E-5,0.002622211,4.821946E-4,0.001633986,9.637353E-5,3.572045E-4,6.361577E-5,2.330007E-10,1.147035E-12,1.947747E-7,5.579071E-6,1.107338E-9,2.104517E-16,1.576553E-12,0.001574532,4.001331E-4,3.138499E-5,1.394581E-6,6.208055E-7,7.15732E-8,2.283049E-9,-3.207153E-28,-1.156163E-39,-1.013159E-40,-7.572248E-80,-5.205114E-24,7.638579,5.269652E-5,433214.5,433214.5
7.766958E-6,16.31154,-1.072092E10,1766.443,1766.443,8.595631E-4,1.0,0.7709393,6.379823E-4,0.06587773,0.002024303,0.00239578,2.183669E-5,0.09913422,2.055704E-4,0.03562659,5.907725E-5,5.77911E-7,3.616712E-7,0.006617113,3.515125E-4,7.947543E-6,0.002552437,0.001727126,0.00185235,1.74708E-7,7.65727E-10,4.505598E-5,1.027968E-5,1.904513E-6,0.002125962,5.151613E-5,0.00262166,4.829492E-4,0.001635778,9.643318E-5,3.570842E-4,6.37867E-5,2.310873E-10,1.140631E-12,1.939095E-7,5.549706E-6,1.09838E-9,2.084181E-16,1.563186E-12,0.001573663,3.99744E-4,3.145788E-5,1.399817E-6,6.218963E-7,7.181912E-8,2.295553E-9,-3.187032E-28,-1.156653E-39,-1.00792E-40,-6.531439E-80,-5.178201E-24,7.638368,5.269662E-5,433202.5,433202.5
7.979469E-6,16.31113,-1.051588E10,1765.804,1765.804,8.595631E-4,1.0,0.7707937,6.271344E-4,0.06614377,0.001975533,0.002336577,2.116741E-5,0.09907948,2.008198E-4,0.03591762,5.431377E-5,5.385455E-7,3.347643E-7,0.006436271,3.405903E-4,7.604593E-6,0.002560725,0.001721659,0.001844335,1.509131E-7,7.157602E-10,4.294177E-5,9.842296E-6,1.84991E-6,0.002090124,4.970047E-5,0.002614742,4.921946E-4,0.001657721,9.715307E-5,3.555997E-4,6.589188E-5,2.090183E-10,1.065327E-12,1.83653E-7,5.205927E-6,9.948164E-10,1.869285E-16,1.409558E-12,0.001563052,3.950034E-4,3.235705E-5,1.465158E-6,6.354129E-7,7.488706E-8,2.453236E-9,-2.951895E-28,-1.162504E-39,-9.458544E-41,-1.040692E-80,-4.859357E-24,7.635795,5.269795E-5,433056.6,433056.6
8.003464E-6,16.31108,-1.049324E10,1765.732,1765.732,8.595631E-4,1.0,0.7707776,6.259402E-4,0.06617313,0.001970194,0.002330036,2.109438E-5,0.09907302,2.002992E-4,0.03595005,5.380445E-5,5.343452E-7,3.319035E-7,0.006416344,3.393908E-4,7.567255E-6,0.002561616,0.001721034,0.001843409,1.484818E-7,7.09232E-10,4.271274E-5,9.794817E-6,1.843958E-6,0.002086192,4.950317E-5,0.002613949,4.932277E-4,0.001660172,9.723222E-5,3.554327E-4,6.612835E-5,2.067269E-10,1.057265E-12,1.825456E-7,5.169292E-6,9.839291E-10,1.846083E-16,1.394537E-12,0.001561871,3.944767E-4,3.245822E-5,1.472598E-6,6.369409E-7,7.523628E-8,2.471381E-9,-2.925395E-28,-1.163125E-39,-9.391587E-41,-8.469021E-81,-4.82496E-24,7.635509,5.269811E-5,433040.4,433040.4
8.0598E-6,16.31096,-1.044041E10,1765.565,1765.565,8.595631E-4,1.0,0.7707404,6.231606E-4,0.06624152,0.001957789,0.002314792,2.09249E-5,0.09905764,1.990888E-4,0.03602585,5.263052E-5,5.246698E-7,3.253212E-7,0.006369943,3.366008E-4,7.480663E-6,0.002563674,0.001719559,0.001841218,1.429613E-7,6.912803E-10,4.218248E-5,9.684822E-6,1.830149E-6,0.002077052,4.904588E-5,0.002612082,4.956445E-4,0.001665904,9.741636E-5,3.550411E-4,6.668254E-5,2.014472E-10,1.038671E-12,1.799844E-7,5.08493E-6,9.589736E-10,1.790633E-16,1.358798E-12,0.001559112,3.932472E-4,3.269547E-5,1.490113E-6,6.4053E-7,7.605842E-8,2.51426E-9,-2.867429E-28,-1.164571E-39,-9.236782E-41,-5.233178E-81,-4.745435E-24,7.634842,5.26985E-5,433002.5,433002.5
8.137521E-6,16.31079,-1.036849E10,1765.336,1765.336,8.595631E-4,1.0,0.7706898,6.193788E-4,0.06633469,0.001940963,0.002294013,2.069544E-5,0.09903594,1.974461E-4,0.03612968,5.105912E-5,5.117303E-7,3.165356E-7,0.006306788,3.328101E-4,7.363574E-6,0.002566435,0.001717512,0.001838161,1.357504E-7,6.789963E-10,4.146743E-5,9.536384E-6,1.811462E-6,0.002064639,4.84281E-5,0.002609487,4.989594E-4,0.001673765,9.76666E-5,3.545019E-4,6.74448E-5,1.944779E-10,1.013757E-12,1.765368E-7,4.972153E-6,9.258669E-10,1.726124E-16,1.312648E-12,0.001555335,3.915662E-4,3.302213E-5,1.514387E-6,6.45485E-7,7.71977E-8,2.574038E-9,-2.789892E-28,-1.166501E-39,-9.028517E-41,-2.692527E-81,-4.638446E-24,7.63393,5.269904E-5,432950.8,432950.8
8.145858E-6,16.31077,-1.036075E10,1765.311,1765.311,8.595631E-4,1.0,0.7706844,6.189768E-4,0.0663446,0.001939177,0.002291801,2.067112E-5,0.09903358,1.972717E-4,0.03614077,5.089382E-5,5.103699E-7,3.156131E-7,0.006300073,3.324075E-4,7.351175E-6,0.002566726,0.001717291,0.00183783,1.350039E-7,6.742775E-10,4.139183E-5,9.520667E-6,1.809483E-6,0.002063322,4.836272E-5,0.002609207,4.993137E-4,0.001674605,9.769318E-5,3.544441E-4,6.752641E-5,1.937525E-10,1.011135E-12,1.761727E-7,4.960299E-6,9.224044E-10,1.716931E-16,1.307963E-12,0.001554932,3.913869E-4,3.305713E-5,1.516998E-6,6.460167E-7,7.732026E-8,2.580494E-9,-2.78132E-28,-1.166705E-39,-9.006536E-41,-2.507662E-81,-4.627154E-24,7.633832,5.26991E-5,432945.3,432945.3
8.150931E-6,16.31076,-1.035608E10,1765.296,1765.296,8.595631E-4,1.0,0.7706812,6.187325E-4,0.06635062,0.001938093,0.002290458,2.065635E-5,0.09903214,1.971658E-4,0.03614751,5.079356E-5,5.095449E-7,3.150538E-7,0.006295992,3.321629E-4,7.343648E-6,0.002566903,0.001717157,0.001837629,1.345522E-7,6.727183E-10,4.134594E-5,9.511129E-6,1.80828E-6,0.002062521,4.832303E-5,0.002609037,4.995291E-4,0.001675115,9.770933E-5,3.54409E-4,6.757605E-5,1.9331E-10,1.009544E-12,1.759518E-7,4.953109E-6,9.203061E-10,1.712189E-16,1.304996E-12,0.001554687,3.912779E-4,3.307841E-5,1.518588E-6,6.463403E-7,7.739486E-8,2.584426E-9,-2.776321E-28,-1.166829E-39,-8.993197E-41,-2.401583E-81,-4.620301E-24,7.633773,5.269914E-5,432941.9,432941.9
8.255681E-6,16.31052,-1.026083E10,1764.99,1764.99,8.595631E-4,1.0,0.7706146,6.137456E-4,0.06647373,0.001916008,0.002262977,2.035604E-5,0.09900193,1.950074E-4,0.03628587,4.877363E-5,4.929321E-7,3.038087E-7,0.006212654,3.271749E-4,7.190709E-6,0.002570464,0.001714371,0.001833437,1.2563E-7,6.524169E-10,4.041559E-5,9.31751E-6,1.783842E-6,0.002046201,4.751718E-5,0.002605504,5.039565E-4,0.001685609,9.80386E-5,3.536847E-4,6.859849E-5,1.84451E-10,9.774571E-13,1.714799E-7,4.808378E-6,8.783325E-10,1.627435E-16,1.244983E-12,0.00154966,3.890444E-4,3.351732E-5,1.551535E-6,6.530263E-7,7.894102E-8,2.666317E-9,-2.676071E-28,-1.169347E-39,-8.723312E-41,-9.861636E-82,-4.481658E-24,7.632561,5.269991E-5,432873.2,432873.2
8.307569E-6,16.3104,-1.021431E10,1764.84,1764.84,8.595631E-4,1.0,0.7705821,6.113147E-4,0.06653383,0.001905279,0.002249554,2.021047E-5,0.09898663,1.939581E-4,0.03635385,4.780761E-5,4.849932E-7,2.984475E-7,0.006172013,3.247473E-4,7.116686E-6,0.00257217,0.001712981,0.001831335,1.214821E-7,6.459253E-10,3.996664E-5,9.223969E-6,1.772002E-6,0.002038263,4.71275E-5,0.002603742,5.061349E-4,0.00169077,9.81988E-5,3.533269E-4,6.910312E-5,1.802818E-10,9.620884E-13,1.693265E-7,4.739221E-6,8.584603E-10,1.589944E-16,1.217496E-12,0.001547192,3.879496E-4,3.373423E-5,1.567939E-6,6.56341E-7,7.97108E-8,2.70737E-9,-2.628364E-28,-1.170541E-39,-8.593456E-41,-6.349284E-82,-4.414949E-24,7.631967,5.27003E-5,432839.5,432839.5
8.321255E-6,16.31037,-1.020215E10,1764.8,1764.8,8.595631E-4,1.0,0.7705736,6.106777E-4,0.06654959,0.001902472,0.002246034,2.017242E-5,0.09898255,1.936835E-4,0.03637172,4.755653E-5,4.829303E-7,2.970557E-7,0.006161363,3.241117E-4,7.097349E-6,0.002572614,0.001712613,0.001830778,1.204167E-7,6.382949E-10,3.984951E-5,9.199552E-6,1.768908E-6,0.002036185,4.702574E-5,0.002603276,5.06708E-4,0.001692128,9.824074E-5,3.532326E-4,6.923603E-5,1.79211E-10,9.58091E-13,1.687652E-7,4.721251E-6,8.533166E-10,1.575943E-16,1.210721E-12,0.001546543,3.876621E-4,3.379139E-5,1.572275E-6,6.572157E-7,7.991428E-8,2.718253E-9,-2.615647E-28,-1.170853E-39,-8.559617E-41,-5.654148E-82,-4.397565E-24,7.631811,5.270041E-5,432830.6,432830.6
8.327781E-6,16.31035,-1.019631E10,1764.781,1764.781,8.595631E-4,1.0,0.7705696,6.103746E-4,0.06655709,0.001901137,0.002244358,2.015433E-5,0.0989806,1.935528E-4,0.03638023,4.743737E-5,4.819514E-7,2.963954E-7,0.006156296,3.238094E-4,7.088157E-6,0.002572825,0.001712438,0.001830512,1.199129E-7,6.352055E-10,3.979384E-5,9.187941E-6,1.767437E-6,0.002035197,4.697737E-5,0.002603053,5.069809E-4,0.001692774,9.826069E-5,3.531877E-4,6.929936E-5,1.786996E-10,9.561933E-13,1.684986E-7,4.712723E-6,8.508786E-10,1.569691E-16,1.207338E-12,0.001546234,3.875252E-4,3.381863E-5,1.574344E-6,6.576328E-7,8.001137E-8,2.723451E-9,-2.609701E-28,-1.171002E-39,-8.543544E-41,-5.350716E-82,-4.389308E-24,7.631736,5.270046E-5,432826.4,432826.4
