Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_H_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H6_Soln#13 (),Mole_fraction_C2H5_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H3_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H8_Soln#13 (),Mole_fraction_IC3H7_Soln#13 (),Mole_fraction_NC3H7_Soln#13 (),Mole_fraction_C3H6_Soln#13 (),Mole_fraction_C3H5-A_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C3H4-A_Soln#13 (),Mole_fraction_C3H3_Soln#13 (),Mole_fraction_NC4H10_Soln#13 (),Mole_fraction_PC4H9_Soln#13 (),Mole_fraction_IC4H10_Soln#13 (),Mole_fraction_IC4H8_Soln#13 (),Mole_fraction_IC4H7_Soln#13 (),Mole_fraction_C4H8-1_Soln#13 (),Mole_fraction_C4H8-2_Soln#13 (),Mole_fraction_C4H71-3_Soln#13 (),Mole_fraction_C4H6_Soln#13 (),Mole_fraction_C4H5_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_FULVENE_Soln#13 (),Mole_fraction_C5H6_Soln#13 (),Mole_fraction_C5H5_Soln#13 (),Mole_fraction_C10H8_Soln#13 (),Mole_fraction_NC5H12_Soln#13 (),Mole_fraction_NC5H10_Soln#13 (),Mole_fraction_B1M3_Soln#13 (),Mole_fraction_LC5H8_Soln#13 (),Mole_fraction_DIALLYL_Soln#13 (),Mole_fraction_NC6H12_Soln#13 (),Mole_fraction_NC7H14_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_C6H5C2H_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_INDENE_Soln#13 (),Mole_fraction_NC12H26_Soln#13 (),Mole_fraction_NC16H34_Soln#13 (),Mole_fraction_NC10H20_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
3.763134E-6,15.72188,-3.393889E10,1425.819,1425.819,0.001128177,1.0,0.8518874,2.550481E-4,0.01378607,0.002814203,0.004746846,3.471913E-4,0.05609425,1.9041E-4,0.00167805,0.002306095,2.858446E-5,4.299527E-5,0.02358805,8.462371E-4,1.241826E-4,2.238558E-4,1.76894E-5,5.870858E-4,1.939657E-5,8.267962E-5,2.759631E-5,4.368174E-5,0.00675029,4.497653E-4,1.773669E-4,0.009164169,8.454614E-5,2.320775E-4,9.619153E-7,1.451423E-4,1.103831E-6,1.382104E-4,3.92711E-6,2.321285E-8,2.541867E-4,0.003982555,1.384887E-4,0.002254372,4.909422E-5,6.554698E-4,0.00361899,0.003311489,1.342257E-4,3.295682E-8,2.684472E-6,2.9535E-5,3.309268E-7,0.001743204,4.587559E-4,0.00640486,8.395659,7.175835E-5,476151.5,476151.5
3.778315E-6,15.72218,-3.379369E10,1425.707,1425.707,0.001128177,1.0,0.8518022,2.542209E-4,0.01381185,0.002805096,0.004751977,3.460523E-4,0.05615457,1.900419E-4,0.001681949,0.00230741,2.849841E-5,4.279915E-5,0.02360542,8.456804E-4,1.245573E-4,2.242864E-4,1.774079E-5,5.87144E-4,1.930507E-5,8.27028E-5,2.768471E-5,4.375503E-5,0.00675165,4.502324E-4,1.770356E-4,0.009173777,8.437249E-5,2.328929E-4,9.676674E-7,1.454366E-4,1.110703E-6,1.386383E-4,3.941066E-6,2.335792E-8,2.541073E-4,0.00397993,1.38571E-4,0.002255419,4.913066E-5,6.552854E-4,0.003617176,0.00331086,1.341654E-4,3.315284E-8,2.69594E-6,2.961071E-5,3.322922E-7,0.001737559,4.565812E-4,0.006387006,8.394841,7.1757E-5,476105.1,476105.1
3.852829E-6,15.7236,-3.309672E10,1425.163,1425.163,0.001128177,1.0,0.8513895,2.502395E-4,0.01393691,0.002761268,0.004776703,3.405684E-4,0.0564469,1.882545E-4,0.001700921,0.002313699,2.80841E-5,4.185851E-5,0.02368919,8.429795E-4,1.263836E-4,2.26383E-4,1.799088E-5,5.87402E-4,1.886642E-5,8.281107E-5,2.811552E-5,4.410833E-5,0.006757993,4.5248E-4,1.754312E-4,0.009220272,8.352665E-5,2.368639E-4,9.959094E-7,1.468691E-4,1.144501E-6,1.407242E-4,4.009148E-6,2.407269E-8,2.537125E-4,0.003966994,1.389584E-4,0.002260403,4.93074E-5,6.543655E-4,0.003608202,0.003307818,1.338698E-4,3.411657E-8,2.752008E-6,2.997834E-5,3.38969E-7,0.001710323,4.46134E-4,0.00630074,8.390884,7.175051E-5,475880.7,475880.7
3.899089E-6,15.72446,-3.267672E10,1424.832,1424.832,0.001128177,1.0,0.851138,2.478333E-4,0.01401336,0.00273478,0.004791672,3.372522E-4,0.05662527,1.871612E-4,0.001712558,0.00231747,2.783357E-5,4.12927E-5,0.02373998,8.413292E-4,1.275066E-4,2.276705E-4,1.814434E-5,5.875398E-4,1.860277E-5,8.287374E-5,2.83804E-5,4.432225E-5,0.006761655,4.538375E-4,1.74453E-4,0.009248581,8.30072E-5,2.393025E-4,1.013448E-6,1.477486E-4,1.165536E-6,1.420072E-4,4.051065E-6,2.451869E-8,2.534633E-4,0.003958917,1.391853E-4,0.002263369,4.941532E-5,6.537823E-4,0.003602571,0.003305964,1.336863E-4,3.47162E-8,2.786629E-6,3.020326E-5,3.430923E-7,0.001693811,4.398362E-4,0.006248323,8.388475,7.17466E-5,475744.1,475744.1
3.96844E-6,15.7257,-3.206443E10,1424.342,1424.342,0.001128177,1.0,0.8507674,2.443151E-4,0.01412631,0.002696053,0.004813594,3.324009E-4,0.05688843,1.855447E-4,0.001729809,0.002322941,2.746707E-5,4.046906E-5,0.02381446,8.388916E-4,1.291752E-4,2.295814E-4,1.837187E-5,5.877162E-4,1.821923E-5,8.296156E-5,2.877392E-5,4.463552E-5,0.006766773,4.55821E-4,1.73011E-4,0.009290261,8.223673E-5,2.429215E-4,1.039745E-6,1.490535E-4,1.197144E-6,1.439142E-4,4.113417E-6,2.519046E-8,2.530844E-4,0.003946753,1.395069E-4,0.002267643,4.957459E-5,6.52892E-4,0.003594054,0.003303233,1.334116E-4,3.561692E-8,2.838269E-6,3.053587E-5,3.492432E-7,0.001669596,4.306504E-4,0.0061713,8.384928,7.174091E-5,475542.9,475542.9
4.022844E-6,15.72665,-3.159812E10,1423.965,1423.965,0.001128177,1.0,0.850482,2.41628E-4,0.01421356,0.002666478,0.004830366,3.286937E-4,0.05709135,1.842956E-4,0.001743181,0.002327085,2.718699E-5,3.984296E-5,0.02387152,8.370091E-4,1.304718E-4,2.310644E-4,1.854826E-5,5.878303E-4,1.792789E-5,8.302546E-5,2.907963E-5,4.48751E-5,0.006770485,4.573346E-4,1.719001E-4,0.00932233,8.163945E-5,2.457296E-4,1.060375E-6,1.500659E-4,1.221996E-6,1.453963E-4,4.161924E-6,2.572007E-8,2.527831E-4,0.003937169,1.39744E-4,0.002270853,4.96974E-5,6.521807E-4,0.003587313,0.003301129,1.331965E-4,3.632493E-8,2.878556E-6,3.079301E-5,3.540426E-7,0.001651043,4.23653E-4,0.006112159,8.3822,7.173659E-5,475388.2,475388.2
4.085591E-6,15.72772,-3.107493E10,1423.536,1423.536,0.001128177,1.0,0.8501583,2.386048E-4,0.01431276,0.002633205,0.004849267,3.245204E-4,0.0573217,1.828751E-4,0.001758433,0.002331709,2.687168E-5,3.914157E-5,0.0239359,8.34869E-4,1.319539E-4,2.327578E-4,1.874945E-5,5.879368E-4,1.760174E-5,8.309403E-5,2.942906E-5,4.514492E-5,0.006774452,4.590359E-4,1.706403E-4,0.009358658,8.095846E-5,2.489355E-4,1.084166E-6,1.512216E-4,1.250718E-6,1.47091E-4,4.217434E-6,2.633364E-8,2.524314E-4,0.003926075,1.400017E-4,0.002274409,4.983678E-5,6.513473E-4,0.00357948,0.003298744,1.329489E-4,3.714293E-8,2.924781E-6,3.108557E-5,3.595502E-7,0.001630108,4.157992E-4,0.00604529,8.379109,7.173174E-5,475212.9,475212.9
4.111078E-6,15.72814,-3.086678E10,1423.364,1423.364,0.001128177,1.0,0.8500286,2.373998E-4,0.01435261,0.002619944,0.004856809,3.228564E-4,0.05741414,1.823043E-4,0.001764575,0.002333541,2.674595E-5,3.886294E-5,0.02396161,8.340092E-4,1.325518E-4,2.334405E-4,1.883048E-5,5.879726E-4,1.747223E-5,8.312034E-5,2.957001E-5,4.525253E-5,0.006775969,4.597135E-4,1.70135E-4,0.009373214,8.068433E-5,2.502275E-4,1.093828E-6,1.516875E-4,1.262402E-6,1.477749E-4,4.239848E-6,2.658373E-8,2.522874E-4,0.003921558,1.401017E-4,0.002275808,4.989269E-5,6.510049E-4,0.003576281,0.003297788,1.328485E-4,3.747563E-8,2.943483E-6,3.120318E-5,3.617788E-7,0.001621745,4.126746E-4,0.006018536,8.377871,7.172981E-5,475142.6,475142.6
4.3276E-6,15.73153,-2.919255E10,1421.945,1421.945,0.001128177,1.0,0.8489627,2.276548E-4,0.01468173,0.002512723,0.004918003,3.093842E-4,0.05817506,1.775925E-4,0.001815606,0.002348111,2.57279E-5,3.662868E-5,0.02417072,8.269093E-4,1.375421E-4,2.391264E-4,1.95035E-5,5.881196E-4,1.643511E-5,8.331112E-5,3.074597E-5,4.61233E-5,0.006786847,4.6518E-4,1.65985E-4,0.009492523,7.841289E-5,2.609801E-4,1.175835E-6,1.555651E-4,1.362022E-6,1.534843E-4,4.427298E-6,2.872691E-8,2.510409E-4,0.003882986,1.408491E-4,0.002286747,5.035201E-5,6.480173E-4,0.003548785,0.003289935,1.320009E-4,4.03107E-8,3.100672E-6,3.217553E-5,3.805166E-7,0.001553721,3.875298E-4,0.005800069,8.36772,7.171436E-5,474566.9,474566.9
4.36613E-6,15.73209,-2.891122E10,1421.701,1421.701,0.001128177,1.0,0.8487797,2.260085E-4,0.01473859,0.002494613,0.004928377,3.071054E-4,0.05830606,1.767793E-4,0.001824477,0.002350527,2.555566E-5,3.625461E-5,0.02420625,8.256827E-4,1.384137E-4,2.401175E-4,1.962043E-5,5.881183E-4,1.626169E-5,8.333932E-5,3.095128E-5,4.627038E-5,0.006788428,4.661008E-4,1.652722E-4,0.009512971,7.801959E-5,2.628523E-4,1.190409E-6,1.562406E-4,1.379811E-6,1.544819E-4,4.460109E-6,2.91117E-8,2.508153E-4,0.003876095,1.409641E-4,0.002288524,5.043084E-5,6.474722E-4,0.00354384,0.003288586,1.318512E-4,4.081668E-8,3.128329E-6,3.234369E-5,3.838148E-7,0.001542157,3.83304E-4,0.005762776,8.36598,7.171178E-5,474468.3,474468.3
4.657136E-6,15.73607,-2.693078E10,1419.927,1419.927,0.001128177,1.0,0.847456,2.143431E-4,0.01515257,0.00236634,0.005002198,2.909353E-4,0.05925593,1.708701E-4,0.001889552,0.00236724,2.433311E-5,3.363284E-5,0.02445971,8.167457E-4,1.448457E-4,2.474153E-4,2.04773E-5,5.878777E-4,1.504822E-5,8.350314E-5,3.246548E-5,4.730993E-5,0.006797315,4.72595E-4,1.601203E-4,0.009660386,7.515538E-5,2.766125E-4,1.300211E-6,1.612108E-4,1.514673E-6,1.618463E-4,4.702854E-6,3.204939E-8,2.490858E-4,0.003823928,1.416756E-4,0.002300475,5.0999E-5,6.432468E-4,0.003506144,0.003278833,1.307347E-4,4.464997E-8,3.334197E-6,3.356947E-5,4.083807E-7,0.001459615,3.535583E-4,0.00549521,8.353433,7.169367E-5,473756.7,473756.7
4.746639E-6,15.73719,-2.636863E10,1419.406,1419.406,0.001128177,1.0,0.8470685,2.110072E-4,0.01527475,0.002329674,0.005023413,2.863031E-4,0.0595349,1.69132E-4,0.001908915,0.002371881,2.398275E-5,3.289247E-5,0.02453274,8.14106E-4,1.467726E-4,2.495964E-4,2.073183E-5,5.877304E-4,1.470615E-5,8.353774E-5,3.291877E-5,4.760575E-5,0.006799062,4.744405E-4,1.586132E-4,0.009703389,7.431176E-5,2.80715E-4,1.333865E-6,1.62695E-4,1.556307E-6,1.640532E-4,4.775781E-6,3.296359E-8,2.485469E-4,0.003807875,1.418434E-4,0.00230367,5.116436E-5,6.419144E-4,0.003494461,0.003275977,1.303968E-4,4.583244E-8,3.396463E-6,3.393158E-5,4.158165E-7,0.001435808,3.451179E-4,0.005417587,8.349771,7.168856E-5,473549.0,473549.0
4.81366E-6,15.738,-2.596092E10,1419.023,1419.023,0.001128177,1.0,0.8467841,2.08581E-4,0.01536474,0.002303012,0.005038874,2.829319E-4,0.05973997,1.678541E-4,0.001923223,0.002375214,2.37277E-5,3.235667E-5,0.02458601,8.121609E-4,1.482003E-4,2.51211E-4,2.091974E-5,5.875999E-4,1.445877E-5,8.355924E-5,3.325451E-5,4.782029E-5,0.006800092,4.757789E-4,1.575073E-4,0.009734914,7.369142E-5,2.837485E-4,1.359023E-6,1.637933E-4,1.587524E-6,1.656885E-4,4.829874E-6,3.365134E-8,2.481418E-4,0.003795862,1.419547E-4,0.002305927,5.128537E-5,6.409081E-4,0.003485695,0.00327388,1.301455E-4,4.671878E-8,3.442769E-6,3.419837E-5,4.213482E-7,0.001418435,3.389986E-4,0.00536081,8.347087,7.168486E-5,473396.8,473396.8
4.857075E-6,15.73851,-2.57026E10,1418.778,1418.778,0.001128177,1.0,0.8466023,2.070405E-4,0.01542238,0.002286086,0.005048704,2.807902E-4,0.05987113,1.670366E-4,0.001932407,0.002377312,2.356566E-5,3.201762E-5,0.0246199,8.109147E-4,1.491185E-4,2.522487E-4,2.104027E-5,5.875068E-4,1.43023E-5,8.357128E-5,3.347037E-5,4.795621E-5,0.00680064,4.76627E-4,1.568008E-4,0.009755038,7.329464E-5,2.856966E-4,1.375299E-6,1.64499E-4,1.607763E-6,1.667401E-4,4.864686E-6,3.409824E-8,2.478788E-4,0.003788086,1.420205E-4,0.002307329,5.136251E-5,6.402527E-4,0.003480011,0.00327254,1.299836E-4,4.72933E-8,3.472623E-6,3.436927E-5,4.249154E-7,0.001407379,3.351217E-4,0.005324618,8.345372,7.168253E-5,473299.5,473299.5
4.881135E-6,15.73879,-2.556136E10,1418.643,1418.643,0.001128177,1.0,0.8465024,2.061973E-4,0.0154541,0.002276822,0.005054089,2.796177E-4,0.05994326,1.665871E-4,0.001937468,0.002378454,2.347694E-5,3.183244E-5,0.02463847,8.102287E-4,1.49625E-4,2.52821E-4,2.110666E-5,5.874523E-4,1.421687E-5,8.357731E-5,3.358944E-5,4.803049E-5,0.006800904,4.770905E-4,1.564126E-4,0.009766091,7.30765E-5,2.867704E-4,1.384313E-6,1.648882E-4,1.618985E-6,1.673203E-4,4.8839E-6,3.434639E-8,2.477329E-4,0.003783778,1.420549E-4,0.002308087,5.140483E-5,6.398883E-4,0.003476859,0.003271804,1.298942E-4,4.761181E-8,3.489119E-6,3.446332E-5,4.268867E-7,0.001401318,3.330026E-4,0.005304761,8.344431,7.168125E-5,473246.1,473246.1
5.452199E-6,15.74468,-2.256499E10,1415.643,1415.643,0.001128177,1.0,0.8442903,1.881274E-4,0.01616471,0.002078418,0.005170306,2.544274E-4,0.06154742,1.566037E-4,0.002052027,0.002401777,2.156913E-5,2.793075E-5,0.0250402,7.948346E-4,1.612038E-4,2.658666E-4,2.260263E-5,5.856536E-4,1.242096E-5,8.360691E-5,3.630706E-5,4.959575E-5,0.006799908,4.868963E-4,1.47836E-4,0.01000944,6.824271E-5,3.111307E-4,1.596566E-6,1.737485E-4,1.886259E-6,1.805814E-4,5.324694E-6,4.0329E-8,2.442552E-4,0.003682284,1.424884E-4,0.002322432,5.232518E-5,6.310544E-4,0.003402033,0.003255482,1.278352E-4,5.518867E-8,3.870831E-6,3.657074E-5,4.72567E-7,0.001269942,2.881049E-4,0.004870824,8.323674,7.165446E-5,472068.9,472068.9
5.535156E-6,15.74542,-2.217997E10,1415.236,1415.236,0.001128177,1.0,0.8439922,1.857792E-4,0.01626174,0.002052655,0.005185528,2.511449E-4,0.06176472,1.552557E-4,0.002067841,0.002404632,2.132026E-5,2.743334E-5,0.02509291,7.927281E-4,1.628193E-4,2.676818E-4,2.280787E-5,5.853243E-4,1.219259E-5,8.359556E-5,3.668551E-5,4.97941E-5,0.006798754,4.881488E-4,1.466834E-4,0.01004203,6.759275E-5,3.145007E-4,1.627105E-6,1.749798E-4,1.925197E-6,1.824309E-4,5.386426E-6,4.121206E-8,2.437505E-4,0.003667702,1.424976E-4,0.002324003,5.244613E-5,6.297495E-4,0.003391206,0.00325328,1.275466E-4,5.629104E-8,3.924766E-6,3.685839E-5,4.790322E-7,0.001252652,2.823479E-4,0.004813203,8.32089,7.165107E-5,471911.0,471911.0
5.854516E-6,15.74808,-2.079798E10,1413.734,1413.734,0.001128177,1.0,0.8428926,1.772973E-4,0.01662227,0.001959628,0.005240757,2.392698E-4,0.06256832,1.50286E-4,0.002126944,0.002414559,2.041925E-5,2.565567E-5,0.02528427,7.848915E-4,1.688948E-4,2.744985E-4,2.357156E-5,5.83931E-4,1.137751E-5,8.352197E-5,3.810685E-5,5.049677E-5,0.006792356,4.926198E-4,1.424419E-4,0.0101617,6.520447E-5,3.271094E-4,1.74391E-6,1.796005E-4,2.075262E-6,1.893834E-4,5.619045E-6,4.46421E-8,2.41816E-4,0.003612064,1.424279E-4,0.002329033,5.288382E-5,6.246966E-4,0.00334975,0.003245152,1.264608E-4,6.053588E-8,4.128987E-6,3.792646E-5,5.035378E-7,0.001189763,2.617162E-4,0.004602564,8.310653,7.163897E-5,471330.5,471330.5
6.148149E-6,15.75026,-1.965255E10,1412.433,1412.433,0.001128177,1.0,0.8419436,1.701995E-4,0.01693695,0.001881823,0.005287279,2.293098E-4,0.06326477,1.460033E-4,0.002178959,0.002422365,1.966266E-5,2.419155E-5,0.02544549,7.780386E-4,1.742916E-4,2.805417E-4,2.423864E-5,5.825023E-4,1.070751E-5,8.341812E-5,3.936662E-5,5.106438E-5,0.006784078,4.962867E-4,1.387938E-4,0.01026432,6.3158E-5,3.382234E-4,1.85019E-6,1.83693E-4,2.213389E-6,1.95554E-4,5.826273E-6,4.783622E-8,2.400545E-4,0.003561676,1.422339E-4,0.002332393,5.324934E-5,6.200265E-4,0.003312033,0.003238128,1.254976E-4,6.44379E-8,4.312152E-6,3.88574E-5,5.255538E-7,0.001136602,2.446606E-4,0.004423168,8.301856,7.162906E-5,470831.5,470831.6
6.171444E-6,15.75042,-1.956631E10,1412.333,1412.333,0.001128177,1.0,0.8418707,1.696626E-4,0.01696127,0.001875939,0.00529081,2.285556E-4,0.0633184,1.456746E-4,0.002182995,0.002422936,1.960532E-5,2.408169E-5,0.02545772,7.775085E-4,1.747124E-4,2.810125E-4,2.429019E-5,5.823838E-4,1.065729E-5,8.340858E-5,3.946472E-5,5.110641E-5,0.006783334,4.965609E-4,1.38514E-4,0.01027218,6.300144E-5,3.390865E-4,1.858575E-6,1.840117E-4,2.22435E-6,1.960348E-4,5.842453E-6,4.809121E-8,2.399156E-4,0.003557713,1.422137E-4,0.002332613,5.327689E-5,6.196555E-4,0.00330906,0.003237587,1.254226E-4,6.474735E-8,4.3265E-6,3.892929E-5,5.272799E-7,0.00113256,2.433787E-4,0.004409477,8.301181,7.162832E-5,470793.3,470793.3
6.303147E-6,15.75132,-1.909069E10,1411.775,1411.775,0.001128177,1.0,0.8414645,1.666938E-4,0.0170971,0.001843408,0.005310363,2.243827E-4,0.06361741,1.438453E-4,0.002205579,0.002426037,1.928804E-5,2.34765E-5,0.02552545,7.745464E-4,1.77072E-4,2.83651E-4,2.457798E-5,5.817012E-4,1.038075E-5,8.33514E-5,4.001448E-5,5.13363E-5,0.006778911,4.980685E-4,1.369571E-4,0.01031588,6.213142E-5,3.439172E-4,1.905847E-6,1.857973E-4,2.28633E-6,1.987305E-4,5.933241E-6,4.953702E-8,2.391329E-4,0.0035354,1.420878E-4,0.002333738,5.342889E-5,6.175579E-4,0.003292306,0.003234578,1.250025E-4,6.649646E-8,4.40713E-6,3.933057E-5,5.369844E-7,0.001110161,2.363124E-4,0.00433347,8.297429,7.162425E-5,470580.5,470580.5
6.342511E-6,15.75158,-1.895233E10,1411.61,1411.61,0.001128177,1.0,0.8413451,1.658281E-4,0.01713715,0.001833923,0.005316075,2.231652E-4,0.06370541,1.43308E-4,0.002212252,0.002426924,1.919543E-5,2.330076E-5,0.02554523,7.736726E-4,1.777709E-4,2.844322E-4,2.466281E-5,5.814932E-4,1.030048E-5,8.333328E-5,4.01772E-5,5.140248E-5,0.006777519,4.985052E-4,1.364999E-4,0.0103287,6.187632E-5,3.45345E-4,1.919932E-6,1.863258E-4,2.304857E-6,1.995287E-4,5.960151E-6,4.997053E-8,2.388999E-4,0.003528764,1.420463E-4,0.002334036,5.347308E-5,6.16931E-4,0.003287318,0.003233692,1.248782E-4,6.701908E-8,4.431069E-6,3.944883E-5,5.39867E-7,0.001103612,2.342589E-4,0.004311206,8.296327,7.162307E-5,470518.0,470518.0
6.383218E-6,15.75184,-1.881109E10,1411.442,1411.442,0.001128177,1.0,0.8412226,1.649435E-4,0.0171783,0.001824231,0.005321917,2.219207E-4,0.06379573,1.42757E-4,0.002219114,0.002427822,1.910075E-5,2.312153E-5,0.02556545,7.727746E-4,1.784906E-4,2.852364E-4,2.474994E-5,5.812762E-4,1.021864E-5,8.331404E-5,4.034469E-5,5.146968E-5,0.006776045,4.9895E-4,1.360311E-4,0.01034185,6.161495E-5,3.468137E-4,1.934476E-6,1.868698E-4,2.324015E-6,2.003504E-4,5.987868E-6,5.041951E-8,2.386594E-4,0.003521917,1.420015E-4,0.002334326,5.351816E-5,6.162827E-4,0.00328217,0.003232784,1.247503E-4,6.755944E-8,4.455744E-6,3.957029E-5,5.42839E-7,0.001096912,2.321639E-4,0.004288404,8.295197,7.162186E-5,470453.9,470453.9
6.523909E-6,15.75273,-1.833642E10,1410.869,1410.869,0.001128177,1.0,0.8408062,1.619614E-4,0.01731859,0.001791563,0.005341641,2.177231E-4,0.06410307,1.408864E-4,0.002242555,0.002430786,1.878129E-5,2.25199E-5,0.02563372,7.697118E-4,1.809549E-4,2.87989E-4,2.504679E-5,5.80513E-4,9.94406E-6,8.324402E-5,4.091781E-5,5.169299E-5,0.006770713,5.004387E-4,1.344396E-4,0.01038643,6.072921E-5,3.518324E-4,1.984578E-6,1.887316E-4,2.39023E-6,2.031633E-4,6.082852E-6,5.197622E-8,2.378316E-4,0.003498379,1.418336E-4,0.002335195,5.366952E-5,6.14043E-4,0.003264452,0.003229695,1.24313E-4,6.942629E-8,4.540441E-6,3.998413E-5,5.530456E-7,0.00107427,2.25127E-4,0.004211198,8.291361,7.161783E-5,470236.4,470236.4
6.53824E-6,15.75282,-1.82892E10,1410.811,1410.811,0.001128177,1.0,0.8407644,1.616642E-4,0.01733271,0.001788307,0.00534361,2.173045E-4,0.06413395,1.406988E-4,0.002244918,0.002431075,1.874942E-5,2.246016E-5,0.02564053,7.694034E-4,1.81204E-4,2.88267E-4,2.507665E-5,5.804341E-4,9.916808E-6,8.323658E-5,4.097568E-5,5.171496E-5,0.006770149,5.005861E-4,1.3428E-4,0.0103909,6.064052E-5,3.523385E-4,1.989666E-6,1.889196E-4,2.396975E-6,2.034475E-4,6.092456E-6,5.213522E-8,2.377476E-4,0.003495992,1.418153E-4,0.002335273,5.368455E-5,6.13815E-4,0.003262654,0.003229385,1.242688E-4,6.961637E-8,4.549017E-6,4.002576E-5,5.540795E-7,0.001072009,2.244279E-4,0.004203473,8.290977,7.161743E-5,470214.6,470214.6
6.760703E-6,15.75413,-1.758221E10,1409.936,1409.936,0.001128177,1.0,0.8401295,1.571973E-4,0.01754807,0.001739384,0.005373265,2.110088E-4,0.06460373,1.378536E-4,0.002281055,0.002435308,1.826988E-5,2.156714E-5,0.02574306,7.646969E-4,1.850241E-4,2.925297E-4,2.553153E-5,5.791858E-4,9.509676E-6,8.311459E-5,4.186252E-5,5.203835E-5,0.006760945,5.027795E-4,1.318594E-4,0.0104586,5.929877E-5,3.600815E-4,2.068313E-6,1.918013E-4,2.501662E-6,2.078041E-4,6.239912E-6,5.461351E-8,2.364517E-4,0.00345921,1.415069E-4,0.002336218,5.390892E-5,6.102793E-4,0.003234911,0.003224671,1.235933E-4,7.256533E-8,4.68095E-6,4.06601E-5,5.699967E-7,0.00103791,2.139695E-4,0.004086698,8.285143,7.161147E-5,469883.7,469883.7
6.871371E-6,15.75475,-1.724762E10,1409.513,1409.513,0.001128177,1.0,0.8398229,1.550728E-4,0.01765262,0.001716119,0.005387412,2.080115E-4,0.06483096,1.364835E-4,0.002298658,0.002437236,1.80414E-5,2.114566E-5,0.02579192,7.624104E-4,1.868935E-4,2.94614E-4,2.575193E-5,5.785495E-4,9.317686E-6,8.304961E-5,4.229581E-5,5.218738E-5,0.006756068,5.038073E-4,1.306934E-4,0.01049116,5.865485E-5,3.638556E-4,2.107193E-6,1.932098E-4,2.553729E-6,2.099344E-4,6.312156E-6,5.585321E-8,2.358127E-4,0.003441099,1.413369E-4,0.00233652,5.401449E-5,6.085241E-4,0.003221229,0.003222393,1.232638E-4,7.403092E-8,4.745766E-6,4.096761E-5,5.778241E-7,0.00102162,2.090288E-4,0.004030713,8.282334,7.160867E-5,469724.4,469724.4
7.023499E-6,15.75556,-1.680508E10,1408.944,1408.944,0.001128177,1.0,0.8394113,1.522527E-4,0.01779363,0.00168524,0.005406235,2.040297E-4,0.06513656,1.346475E-4,0.00232246,0.002439706,1.773769E-5,2.058945E-5,0.02585686,7.593246E-4,1.894305E-4,2.974409E-4,2.604865E-5,5.776601E-4,9.064492E-6,8.295601E-5,4.288308E-5,5.237993E-5,0.006749067,5.051548E-4,1.291306E-4,0.01053475,5.779433E-5,3.689616E-4,2.160372E-6,1.951197E-4,2.625282E-6,2.128235E-4,6.410289E-6,5.756463E-8,2.349407E-4,0.003416412,1.410866E-4,0.002336766,5.415324E-5,6.061163E-4,0.003202557,0.003219332,1.228179E-4,7.604385E-8,4.833992E-6,4.13819E-5,5.88487E-7,9.999242E-4,2.025055E-4,0.003955942,8.278567,7.160499E-5,469510.8,469510.8
7.190345E-6,15.7564,-1.634147E10,1408.337,1408.337,0.001128177,1.0,0.8389721,1.492839E-4,0.01794489,0.001652736,0.005426104,1.99834E-4,0.06546328,1.326934E-4,0.002348068,0.002442193,1.741742E-5,2.000799E-5,0.02592532,7.560126E-4,1.921715E-4,3.00493E-4,2.636614E-5,5.766674E-4,8.800021E-6,8.284824E-5,4.351656E-5,5.257573E-5,0.006741028,5.065518E-4,1.274665E-4,0.0105811,5.688141E-5,3.74458E-4,2.218345E-6,1.97181E-4,2.703726E-6,2.159423E-4,6.516423E-6,5.945084E-8,2.339931E-4,0.00338961,1.407917E-4,0.002336827,5.429739E-5,6.034833E-4,0.003182258,0.003216063,1.223381E-4,7.824908E-8,4.929636E-6,4.182564E-5,6.000575E-7,9.769954E-4,1.956817E-4,0.003876664,8.274556,7.160115E-5,469283.3,469283.3
